,,,,,,"Art","Art",,,,,,,,,,
"5415","chars_hops","fin","хопс","http:///file_proxy/thumbnail/293712","","96207","fin","chars","chars_supporting","ep013seq04sh01, ep013seq04sh03, ep013seq04sh04, ep013seq04sh07, ep013seq04sh08, ep013seq04sh11, ep013seq04sh12, ep013seq04sh13, ep013seq05sh03, ep013seq05sh06, ep013seq05sh07, ep013seq05sh09, ep013seq05sh11, ep013seq05sh12, ep013seq05sh15, ep013seq05sh17, ep013seq06sh01, ep013seq06sh03, ep013seq06sh04, ep013seq06sh05, ep013seq06sh06, ep013seq06sh07, ep013seq06sh08, ep013seq06sh09, ep013seq06sh10, ep013seq06sh13, ep013seq06sh14, ep013seq07sh01, ep013seq07sh03, ep013seq07sh04, ep013seq07sh05, ep013seq07sh08, ep013seq07sh09, ep013seq07sh10, ep013seq08sh04, ep013seq08sh05, ep013seq08sh06, ep013seq08sh07, ep013seq09sh07, ep013seq09sh08, ep013seq09sh09, ep013seq09sh11, ep013seq09sh14, ep021seq04sh15, ep021seq04sh19, ep021seq04sh20, ep021seq04sh30, ep021seq04sh32, ep021seq04sh33, ep021seq04sh34","Assets","ep013, ep021","3 - difficult","characters","2020/08/20 10:13:09 AM","LEX&PLU",
"5216","chars_hristofor_vitus","fin","медведи-братья","http:///file_proxy/thumbnail/290626","","94424","fin","chars","chars_supporting","ep012seq02sh03, ep012seq02sh04, ep012seq02sh05, ep012seq02sh06, ep012seq02sh07, ep012seq04sh01, ep012seq04sh03, ep012seq04sh04, ep012seq04sh06, ep012seq05sh01, ep012seq05sh02, ep012seq05sh03, ep012seq05sh05, ep012seq05sh07, ep012seq05sh08, ep012seq05sh09, ep012seq05sh10, ep012seq05sh11, ep012seq07sh06, ep012seq07sh08, ep012seq07sh10, ep012seq07sh12, ep012seq07sh14, ep012seq07sh15, ep012seq07sh16, ep012seq07sh17, ep012seq09sh01, ep012seq09sh02, ep012seq09sh03, ep012seq09sh04, ep012seq09sh06, ep012seq09sh07","Assets","ep012","2 - standard","characters","2020/07/25 12:31:02 PM","LEX&PLU",
"5672","chars_ignat","fin","игнат ящейка","http:///file_proxy/thumbnail/304990","","97123","fin","chars","chars_supporting","ep016seq01sh02, ep016seq01sh05, ep016seq01sh07","Assets","ep016","","characters","2020/09/11 05:21:51 PM","LEX&PLU",
"3714","chars_jul","wtg","жуль","http:///file_proxy/thumbnail/257069","","82595","fin","chars","chars_supporting","ep005seq06sh02, ep005seq06sh03, ep005seq06sh05, ep005seq06sh07, ep005seq07sh01, ep005seq09sh05, ep005seq09sh06, ep005seq09sh08, ep005seq11sh02, ep005seq11sh06, ep005seq12sh12, ep005seq12sh13, ep005seq12sh14, ep005seq12sh15, ep005seq14sh09, ep005seq15sh01, ep012seq11sh13, ep012seq11sh17","Assets","ep005","","characters","2020/02/13 09:00:28 AM","LEX&PLU",
"6229","chars_kokkoli","fin","мадам кокколи","http:///file_proxy/thumbnail/327218","","104563","fin","chars","chars_supporting","ep018seq01sh16, ep018seq01sh18, ep023seq09sh07, ep023seq10sh09","Assets","ep018, ep023","","characters","2020/11/23 03:33:12 PM","LEX&PLU",
"4549","chars_kvaspar","fin","Кваспар","http:///file_proxy/thumbnail/267950","","89799","fin","chars","chars_supporting","ep009seq03sh02, ep009seq03sh03, ep009seq03sh06, ep009seq03sh07, ep009seq03sh08, ep009seq03sh09, ep009seq03sh10, ep009seq03sh11, ep009seq03sh13, ep009seq03sh14, ep009seq03sh16, ep009seq03sh19, ep009seq04sh02, ep009seq04sh03, ep009seq04sh04, ep009seq06sh02, ep009seq06sh04, ep009seq06sh09, ep009seq06sh10, ep009seq07sh04, ep009seq07sh05, ep009seq07sh08, ep009seq07sh10, ep009seq07sh12, ep009seq07sh13, ep009seq07sh18, ep009seq07sh19, ep009seq07sh20, ep009seq07sh21, ep009seq07sh22, ep009seq07sh25, ep009seq07sh26, ep009seq07sh28, ep009seq07sh29, ep009seq08sh10, ep009seq09sh01, ep009seq09sh06, ep009seq09sh10, ep009seq09sh11, ep009seq11sh08, ep009seq11sh09, ep009seq13sh03, ep009seq13sh06, ep009seq13sh08, ep009seq14sh11, ep012seq11sh13, ep012seq11sh17, ep019seq05sh03, ep019seq05sh05, ep019seq05sh07, ep019seq05sh08","Assets","ep009, ep019","3 - difficult","characters","2020/05/07 01:27:02 PM","LEX&PLU",
"4551","chars_kvaspar_dad","wtg","папа Кваспара","http:///file_proxy/thumbnail/267951","","89801","fin","chars","chars_supporting","ep009seq07sh03, ep009seq07sh05, ep009seq07sh07, ep009seq07sh09, ep009seq07sh10, ep009seq07sh12, ep009seq07sh13, ep009seq07sh18, ep009seq07sh19, ep009seq07sh20, ep009seq07sh21, ep009seq07sh22, ep009seq07sh24, ep009seq07sh26, ep009seq07sh28, ep009seq07sh29, ep009seq08sh10, ep009seq09sh01, ep009seq14sh11","Assets","ep009","3 - difficult","characters","2020/05/07 01:27:03 PM","LEX&PLU",
"4550","chars_kvaspar_mom","wtg","мама Кваспара","http:///file_proxy/thumbnail/267952","","89800","fin","chars","chars_supporting","ep009seq07sh03, ep009seq07sh05, ep009seq07sh07, ep009seq07sh09, ep009seq07sh10, ep009seq07sh12, ep009seq07sh13, ep009seq07sh18, ep009seq07sh19, ep009seq07sh20, ep009seq07sh21, ep009seq07sh22, ep009seq07sh24, ep009seq07sh26, ep009seq07sh28, ep009seq07sh29, ep009seq08sh10, ep009seq09sh01, ep009seq14sh11","Assets","ep009","3 - difficult","characters","2020/05/07 01:27:02 PM","LEX&PLU",
"5661","chars_larisa","fin","Курица в деловом костюме","http:///file_proxy/thumbnail/299614","","97111","fin","chars","chars_supporting","ep015seq02sh03, ep015seq02sh05, ep015seq02sh07, ep018seq06sh06, ep018seq06sh07, ep018seq09sh01, ep018seq09sh04, ep018seq09sh05, ep018seq09sh07, ep018seq09sh08, ep018seq11sh01, ep018seq11sh06, ep018seq11sh07, ep018seq11sh10, ep018seq11sh12","Assets","ep015, ep018","2 - standard","characters","2020/09/08 04:48:32 PM","LEX&PLU",
"3398","chars_lex","wtg","","http:///file_proxy/thumbnail/295192","","78655","fin","chars","chars_leads","ep005seq01sh07, ep005seq01sh08, ep005seq02sh03, ep005seq02sh05, ep005seq02sh07, ep005seq02sh09, ep005seq02sh10, ep005seq02sh17, ep005seq03sh07, ep005seq04sh06, ep005seq04sh08, ep005seq05sh01, ep005seq05sh02, ep005seq05sh03, ep005seq05sh05, ep005seq05sh08, ep005seq05sh11, ep005seq06sh01, ep005seq07sh02, ep005seq07sh03, ep005seq08sh05, ep005seq08sh07, ep005seq09sh07, ep005seq09sh09, ep005seq12sh10, ep005seq14sh08, ep005seq16sh03, ep005seq17sh02, ep009seq06sh03, ep012seq08sh08, ep012seq08sh10, ep013seq05sh09, ep013seq09sh14, ep014seq06sh19, ep017seq02sh12, ep017seq09sh05, ep017seq09sh11, ep017seq10sh03, ep017seq10sh05, ep018seq13sh07, ep018seq13sh08, ep019seq01sh17, ep019seq04sh19, ep019seq05sh16, ep020seq05sh08, ep021seq06sh03, ep021seq12sh08, ep022seq01sh12, ep023seq02sh25, ep023seq08sh08, ep023seq08sh13, ep023seq08sh15, ep023seq08sh21, ep023seq09sh10, ep023seq09sh16, ep023seq10sh07, ep023seq11sh06, ep024seq01sh01, ep024seq01sh03, ep024seq01sh05, ep024seq01sh06, ep024seq01sh08, ep024seq01sh09, ep024seq01sh11, ep024seq01sh13, ep024seq01sh15, ep024seq02sh02, ep024seq02sh04, ep024seq02sh05, ep024seq02sh06, ep024seq02sh07, ep024seq02sh09, ep024seq02sh12, ep024seq02sh16, ep024seq03sh04, ep024seq04sh01, ep024seq04sh07, ep024seq07sh01, ep024seq07sh03, ep024seq07sh05, ep024seq08sh01, ep024seq08sh03, ep024seq08sh06, ep024seq08sh09, ep024seq08sh10, ep024seq09sh09, ep024seq10sh01, ep024seq10sh04, ep024seq10sh06, ep024seq10sh07, ep024seq10sh09, ep024seq10sh14, ep024seq10sh15, ep024seq11sh01, ep024seq11sh05, ep024seq11sh08, ep024seq11sh13, ep024seq11sh15, ep025seq01sh03, ep025seq01sh04, ep025seq01sh07, ep025seq01sh09, ep025seq01sh13, ep025seq01sh14, ep025seq01sh17, ep025seq02sh01, ep025seq02sh04, ep025seq02sh07, ep025seq02sh09, ep025seq02sh10, ep025seq02sh11, ep025seq02sh12, ep025seq02sh13, ep025seq02sh14, ep025seq03sh01, ep025seq03sh03, ep025seq03sh05, ep025seq03sh08, ep025seq03sh09, ep025seq03sh11, ep025seq04sh01, ep025seq04sh02, ep025seq04sh03, ep025seq04sh04, ep025seq04sh05, ep025seq04sh06, ep025seq04sh07, ep025seq04sh10, ep025seq04sh11, ep025seq04sh12, ep025seq04sh14, ep025seq04sh15, ep025seq04sh16, ep025seq04sh17, ep025seq04sh18, ep025seq04sh20, ep025seq04sh21, ep025seq04sh22, ep025seq04sh23, ep025seq04sh24, ep025seq05sh01, ep025seq05sh02, ep025seq05sh03, ep025seq05sh04, ep025seq05sh06, ep025seq05sh07, ep025seq05sh08, ep025seq05sh09, ep025seq05sh10, ep025seq05sh11, ep025seq05sh12, ep025seq05sh13, ep025seq05sh14, ep025seq05sh15, ep025seq05sh17, ep025seq05sh18, ep025seq05sh19, ep025seq05sh20, ep025seq05sh21, ep025seq06sh01, ep025seq06sh04, ep025seq06sh05, ep025seq06sh06, ep025seq06sh07, ep025seq06sh08, ep025seq06sh09, ep025seq06sh10, ep025seq06sh11, ep025seq06sh12, ep025seq06sh13, ep025seq06sh14, ep025seq06sh16, ep025seq06sh17, ep025seq06sh18, ep025seq06sh19, ep025seq06sh21, ep025seq07sh01, ep025seq07sh02, ep025seq07sh03, ep025seq07sh05, ep025seq07sh06, ep025seq07sh07, ep025seq07sh08, ep025seq07sh10, ep025seq07sh11, ep025seq07sh12, ep025seq07sh13, ep025seq07sh14, ep025seq07sh16, ep025seq08sh01, ep025seq08sh02, ep025seq08sh03, ep025seq08sh04, ep025seq08sh05, ep025seq08sh06, ep025seq08sh07, ep025seq08sh08, ep025seq08sh09, ep025seq08sh10, ep025seq08sh11, ep025seq08sh12, ep025seq09sh01, ep025seq09sh02, ep025seq09sh03, ep025seq09sh04, ep025seq09sh06, ep025seq09sh07, ep025seq09sh09, ep025seq09sh12, ep025seq10sh02, ep025seq10sh09, ep025seq10sh10, ep025seq10sh11, ep025seq10sh13, ep025seq10sh14, ep025seq11sh03, ep025seq11sh04, ep025seq11sh07, ep025seq11sh10, ep025seq11sh11, ep025seq11sh12, ep025seq11sh14, ep026seq01sh01, ep026seq01sh02, ep026seq01sh04, ep026seq01sh08, ep026seq01sh09, ep026seq01sh10, ep026seq01sh16, ep026seq01sh17, ep026seq01sh18, ep026seq01sh19, ep026seq02sh04, ep026seq02sh05, ep026seq02sh07, ep026seq02sh08, ep026seq02sh09, ep026seq02sh11, ep026seq02sh12, ep026seq02sh14, ep026seq02sh17, ep026seq02sh19, ep026seq02sh20, ep026seq02sh22, ep026seq02sh25, ep026seq02sh26, ep026seq02sh27, ep026seq03sh01, ep026seq03sh02, ep026seq03sh05, ep026seq03sh07, ep026seq03sh10, ep026seq03sh12, ep026seq03sh14, ep026seq03sh16, ep026seq03sh18, ep026seq04sh02, ep026seq04sh12, ep026seq04sh13, ep026seq05sh01, ep026seq05sh02, ep026seq05sh06, ep026seq05sh08, ep026seq05sh10, ep026seq05sh11, ep026seq05sh12, ep026seq05sh13, ep026seq05sh15, ep026seq05sh17, ep026seq05sh18, ep026seq06sh01, ep026seq06sh03, ep026seq06sh06, ep026seq06sh07, ep026seq06sh08, ep026seq06sh09, ep026seq06sh10, ep026seq07sh01, ep026seq07sh04, ep026seq07sh06, ep026seq07sh07, ep026seq07sh09, ep026seq07sh11, ep026seq07sh12, ep026seq07sh14, ep026seq07sh15, ep026seq08sh02, ep026seq08sh03, ep026seq08sh07, ep026seq08sh08, ep026seq08sh13, ep026seq08sh16, ep026seq09sh01, ep026seq09sh02, ep026seq09sh03, ep026seq09sh04, ep026seq09sh08, ep026seq09sh09, ep026seq09sh11, ep026seq10sh02, ep026seq10sh03, ep026seq11sh05","Assets","","","characters","2019/08/27 02:39:40 PM","LEX&PLU",
"6228","chars_lex_cook","fin","лекс в фартуке","http:///file_proxy/thumbnail/327743","","104562","fin","chars","chars_leads","ep018seq03sh05, ep018seq04sh04, ep018seq04sh05, ep018seq04sh06, ep018seq04sh07, ep018seq04sh09, ep018seq04sh10, ep018seq04sh11, ep018seq04sh13, ep018seq04sh17, ep018seq06sh02, ep018seq06sh07, ep018seq07sh01, ep018seq07sh02, ep018seq07sh05, ep018seq08sh05, ep018seq08sh07, ep018seq09sh02, ep018seq09sh03, ep018seq09sh04, ep018seq09sh07, ep018seq11sh02, ep018seq11sh03, ep018seq11sh04, ep018seq11sh09, ep018seq11sh11, ep018seq11sh13, ep018seq11sh15, ep018seq11sh16, ep018seq11sh18, ep018seq11sh19, ep018seq11sh21, ep018seq12sh05, ep018seq12sh07, ep018seq14sh05","Assets","ep018","","characters","2020/11/23 03:31:32 PM","LEX&PLU",
"3660","chars_lora","fin","лора","http:///file_proxy/thumbnail/215741","","82541","fin","chars","chars_supporting","ep005seq01sh02, ep005seq01sh03, ep005seq01sh04, ep005seq01sh05, ep005seq01sh09, ep005seq02sh01, ep005seq02sh04, ep005seq02sh06, ep005seq02sh11, ep005seq02sh12, ep005seq03sh09, ep005seq03sh12, ep005seq03sh13, ep005seq04sh03, ep021seq01sh02, ep021seq01sh03, ep021seq01sh04","Assets","ep005, ep021","3 - difficult","characters","2020/02/12 03:27:00 PM","LEX&PLU",
"4766","chars_mango","wtg","Манго","http:///file_proxy/thumbnail/272239","","90951","fin","chars","chars_supporting","ep010seq06sh09, ep010seq06sh12, ep010seq06sh17, ep010seq06sh18, ep010seq06sh20, ep010seq06sh28, ep010seq06sh29, ep010seq06sh30, ep010seq07sh01, ep010seq07sh04, ep010seq07sh07, ep010seq07sh09, ep010seq08sh01, ep010seq08sh07, ep010seq08sh09, ep010seq09sh01, ep010seq09sh06, ep010seq09sh07, ep010seq09sh08, ep010seq09sh09, ep010seq09sh10, ep010seq09sh11, ep010seq09sh12, ep010seq09sh14, ep010seq09sh15, ep010seq09sh16, ep010seq12sh02, ep024seq04sh02, ep024seq04sh04, ep024seq04sh06, ep024seq04sh08, ep024seq06sh02, ep024seq06sh04, ep024seq06sh05, ep024seq06sh14, ep024seq07sh10, ep024seq08sh10, ep024seq08sh12, ep024seq09sh06, ep024seq09sh10, ep024seq09sh12, ep024seq09sh14, ep024seq09sh16, ep024seq09sh17, ep024seq09sh19, ep024seq10sh06, ep024seq10sh07, ep024seq10sh09, ep024seq10sh10, ep024seq10sh12, ep024seq10sh14, ep024seq10sh15, ep024seq11sh01, ep024seq11sh03, ep024seq11sh07, ep024seq11sh10, ep024seq11sh12, ep024seq11sh15","Assets","ep010","","characters","2020/05/21 12:16:15 AM","LEX&PLU",
"7507","chars_mark","wtg","доктор марк","","","113710","rdy","chars","chars_supporting","ep025seq03sh01, ep025seq03sh02, ep025seq03sh03, ep025seq03sh04, ep025seq03sh05, ep025seq03sh06, ep025seq03sh07, ep025seq03sh09, ep025seq03sh10, ep025seq03sh12, ep025seq04sh01, ep025seq04sh03, ep025seq04sh05, ep025seq04sh12, ep025seq04sh13, ep025seq04sh18, ep025seq04sh19, ep025seq04sh22, ep025seq04sh24, ep025seq05sh01, ep025seq05sh02, ep025seq05sh05, ep025seq05sh06, ep025seq05sh08, ep025seq05sh10, ep025seq05sh11, ep025seq05sh12, ep025seq05sh13, ep025seq05sh20, ep025seq05sh21, ep025seq06sh01, ep025seq06sh02, ep025seq06sh03, ep025seq06sh04, ep025seq06sh10, ep025seq06sh20, ep025seq06sh21, ep025seq07sh01, ep025seq07sh03, ep025seq07sh04, ep025seq07sh07, ep025seq07sh08, ep025seq07sh14, ep025seq07sh15, ep025seq08sh01, ep025seq08sh02, ep025seq08sh03, ep025seq08sh04, ep025seq08sh05, ep025seq08sh09, ep025seq08sh10, ep025seq08sh12, ep025seq10sh02, ep025seq10sh09, ep025seq10sh11, ep025seq10sh14","Assets","ep025","","characters","2021/02/20 02:13:58 PM","LEX&PLU",
"4914","chars_musicband","fin","музыкальная группа","http:///file_proxy/thumbnail/276539","","91827","fin","chars","chars_supporting","ep010seq13sh03, ep010seq13sh04","Assets","ep010","","characters","2020/06/17 11:53:12 AM","LEX&PLU",
"4552","chars_niko","wtg","нико","http:///file_proxy/thumbnail/270635","","89802","fin","chars","chars_supporting","ep006seq01sh02, ep006seq01sh03, ep006seq01sh04, ep006seq01sh05, ep006seq01sh06, ep006seq01sh07, ep006seq01sh08, ep006seq01sh09, ep006seq01sh10, ep006seq01sh11, ep024seq06sh01, ep024seq06sh03, ep024seq06sh09, ep024seq06sh12, ep024seq07sh07, ep024seq07sh08, ep024seq07sh10, ep024seq07sh11","Assets","ep006","2 - standard","characters","2020/05/07 09:28:08 PM","LEX&PLU",
"6527","chars_paramon","fin","судья Парамон","http:///file_proxy/thumbnail/365344","","106438","fin","chars","chars_supporting","ep021seq01sh13, ep021seq01sh14, ep021seq01sh15, ep021seq01sh20, ep021seq04sh04, ep021seq04sh11, ep021seq04sh13, ep021seq04sh15, ep021seq04sh16, ep021seq04sh18, ep021seq04sh20, ep021seq04sh22, ep021seq04sh24, ep021seq04sh25, ep021seq04sh26, ep021seq04sh28, ep021seq04sh30, ep021seq04sh32, ep021seq04sh34, ep021seq04sh35, ep021seq04sh36, ep021seq05sh02, ep021seq05sh03, ep021seq05sh04, ep021seq05sh05, ep021seq06sh08, ep021seq06sh09, ep021seq07sh02, ep021seq07sh04, ep021seq08sh01, ep021seq08sh02, ep021seq08sh04, ep021seq09sh03, ep021seq10sh06, ep021seq11sh01, ep021seq11sh07, ep021seq11sh09, ep021seq12sh02, ep021seq12sh09","Assets","ep021","3 - difficult","characters","2020/12/16 03:41:47 PM","LEX&PLU",
"6298","chars_paskal","fin","Паскаль","http:///file_proxy/thumbnail/334432","","104645","fin","chars","chars_supporting","ep020seq02sh02, ep020seq02sh03, ep020seq02sh05, ep020seq02sh06, ep020seq02sh12, ep020seq02sh13, ep020seq02sh15, ep020seq02sh17, ep020seq02sh18, ep020seq02sh20, ep020seq03sh02, ep020seq03sh03, ep020seq04sh02, ep020seq04sh04, ep020seq05sh02, ep020seq05sh03, ep020seq05sh07, ep020seq05sh10, ep020seq05sh11, ep020seq05sh13, ep020seq05sh15, ep020seq05sh17, ep020seq06sh02, ep020seq06sh04, ep020seq06sh05, ep020seq06sh06, ep020seq06sh08, ep020seq06sh10, ep020seq06sh11, ep020seq06sh13, ep020seq07sh02, ep020seq07sh03, ep020seq07sh05, ep020seq08sh01, ep020seq08sh02, ep020seq08sh04, ep020seq08sh05, ep020seq08sh08, ep020seq08sh10, ep020seq08sh15, ep020seq08sh18, ep020seq08sh21, ep020seq08sh23, ep020seq08sh24, ep020seq08sh25, ep020seq08sh26, ep020seq08sh28, ep020seq09sh02, ep020seq09sh05","Assets","ep020","","characters","2020/11/27 10:27:54 AM","LEX&PLU",
"6917","chars_patricia","fin","Патриция","http:///file_proxy/thumbnail/370623","","107317","fin","chars","chars_supporting","ep022seq02sh01, ep022seq02sh02, ep022seq02sh03, ep022seq02sh04, ep022seq02sh05, ep022seq02sh06, ep022seq03sh02, ep022seq03sh03, ep022seq03sh04, ep022seq03sh05, ep022seq03sh06, ep022seq03sh08, ep022seq03sh10, ep022seq03sh11, ep022seq03sh12, ep022seq03sh13, ep022seq03sh15, ep022seq03sh17, ep022seq04sh01, ep022seq04sh02, ep022seq04sh04, ep022seq04sh06, ep022seq04sh07, ep022seq04sh09, ep022seq04sh10, ep022seq04sh11, ep022seq04sh13, ep022seq05sh04, ep022seq05sh08, ep022seq05sh09, ep022seq05sh10, ep022seq05sh13, ep022seq05sh14, ep022seq05sh16, ep022seq05sh17, ep022seq07sh05, ep022seq07sh06, ep022seq07sh08, ep022seq07sh09, ep022seq07sh10, ep022seq07sh11, ep022seq07sh13, ep022seq07sh14, ep022seq07sh18, ep022seq07sh21, ep022seq07sh23, ep022seq08sh01, ep022seq08sh02, ep022seq08sh03, ep022seq08sh04, ep022seq08sh05, ep022seq08sh06, ep022seq08sh07, ep022seq08sh08, ep022seq08sh09, ep022seq08sh10, ep022seq08sh11, ep022seq08sh12, ep022seq08sh13, ep022seq08sh14","Assets","ep022","","characters","2020/12/25 12:19:43 PM","LEX&PLU",
"6934","chars_patricia_mother","fin","мама Патриции","http:///file_proxy/thumbnail/367327","","107334","fin","chars","chars_supporting","ep022seq08sh14","Assets","ep022","","characters","2020/12/25 12:19:44 PM","LEX&PLU",
"6526","chars_pig","ip","свин на станции","","","106437","ip","chars","chars_supporting","ep021seq01sh03, ep021seq01sh04, ep021seq01sh17, ep021seq01sh19, ep021seq03sh08","Assets","ep021","2 - standard","characters","2020/12/16 03:41:47 PM","LEX&PLU",
"7393","chars_pinguin","fin","пингвин в шапочке","http:///file_proxy/thumbnail/380688","","112801","fin","chars","chars_supporting","ep024seq03sh02, ep024seq03sh03, ep024seq05sh04, ep024seq05sh07, ep024seq06sh06, ep024seq06sh07, ep024seq06sh09, ep024seq06sh12, ep024seq06sh13, ep024seq06sh17, ep024seq07sh01","Assets","ep024","","characters","2021/02/03 08:52:40 PM","LEX&PLU",
"5427","chars_pinguins","fin","пингвины","http:///file_proxy/thumbnail/295195","","96223","fin","chars","chars_supporting","ep018seq01sh16, ep018seq01sh18, ep018seq14sh02, ep018seq14sh04, ep021seq01sh21, ep021seq03sh08","Assets","ep001, ep018, ep021","","characters","2020/08/26 03:46:47 PM","LEX&PLU",
"4219","chars_piy","fin","кот 1 день","http:///file_proxy/thumbnail/295175","","86817","fin","chars","chars_supporting","ep008seq03sh02, ep015seq02sh05, ep015seq04sh11, ep016seq03sh31","Assets","ep008","","characters","2020/03/30 08:37:52 AM","LEX&PLU",
"5421","chars_platon","fin","платон","http:///file_proxy/thumbnail/295164","","96217","fin","chars","chars_supporting","ep017seq11sh01, ep017seq11sh02, ep017seq11sh05","Assets","ep008, ep017","","characters","2020/08/26 03:29:19 PM","LEX&PLU",
"3399","chars_plu","wtg","","http:///file_proxy/thumbnail/295193","","78656","rdy","chars","chars_leads","ep005seq01sh06, ep005seq02sh05, ep005seq02sh08, ep005seq02sh17, ep005seq03sh07, ep005seq04sh06, ep005seq07sh06, ep005seq12sh11, ep005seq13sh01, ep005seq14sh02, ep005seq16sh03, ep005seq17sh02, ep013seq05sh09, ep019seq04sh19, ep019seq05sh16, ep021seq06sh03, ep021seq12sh08, ep023seq05sh06, ep023seq07sh06, ep023seq07sh07, ep024seq01sh01, ep024seq01sh02, ep024seq01sh03, ep024seq01sh04, ep024seq01sh06, ep024seq01sh07, ep024seq01sh08, ep024seq01sh10, ep024seq01sh13, ep024seq01sh15, ep024seq02sh02, ep024seq02sh04, ep024seq02sh05, ep024seq02sh06, ep024seq02sh08, ep024seq02sh09, ep024seq02sh12, ep024seq02sh16, ep024seq03sh04, ep024seq04sh01, ep024seq04sh03, ep024seq07sh01, ep024seq07sh03, ep024seq07sh05, ep024seq07sh06, ep024seq07sh09, ep024seq08sh01, ep024seq08sh03, ep024seq08sh07, ep024seq08sh08, ep024seq10sh01, ep024seq10sh04, ep024seq10sh06, ep024seq10sh07, ep024seq11sh01, ep024seq11sh05, ep024seq11sh06, ep024seq11sh08, ep024seq11sh14, ep025seq01sh03, ep025seq01sh04, ep025seq01sh07, ep025seq01sh08, ep025seq01sh10, ep025seq01sh13, ep025seq01sh14, ep025seq01sh15, ep025seq01sh16, ep025seq01sh17, ep025seq01sh19, ep025seq02sh01, ep025seq02sh04, ep025seq02sh05, ep025seq02sh06, ep025seq02sh07, ep025seq02sh09, ep025seq02sh10, ep025seq02sh11, ep025seq02sh12, ep025seq02sh13, ep025seq02sh14, ep025seq03sh01, ep025seq03sh03, ep025seq03sh05, ep025seq03sh08, ep025seq03sh09, ep025seq03sh11, ep025seq04sh01, ep025seq04sh02, ep025seq04sh03, ep025seq04sh05, ep025seq04sh08, ep025seq04sh09, ep025seq04sh11, ep025seq04sh14, ep025seq04sh15, ep025seq04sh18, ep025seq04sh22, ep025seq04sh24, ep025seq05sh01, ep025seq05sh02, ep025seq05sh04, ep025seq05sh08, ep025seq05sh09, ep025seq05sh10, ep025seq05sh11, ep025seq05sh12, ep025seq05sh13, ep025seq05sh15, ep025seq05sh17, ep025seq05sh18, ep025seq05sh20, ep025seq06sh01, ep025seq06sh04, ep025seq06sh05, ep025seq06sh07, ep025seq06sh10, ep025seq06sh11, ep025seq06sh12, ep025seq06sh13, ep025seq06sh19, ep025seq06sh20, ep025seq06sh21, ep025seq07sh01, ep025seq07sh05, ep025seq07sh07, ep025seq07sh08, ep025seq07sh09, ep025seq07sh10, ep025seq07sh11, ep025seq07sh12, ep025seq07sh13, ep025seq07sh14, ep025seq07sh16, ep025seq08sh01, ep025seq08sh02, ep025seq08sh03, ep025seq08sh04, ep025seq08sh05, ep025seq08sh07, ep025seq08sh09, ep025seq08sh10, ep025seq08sh11, ep025seq08sh12, ep025seq09sh01, ep025seq09sh02, ep025seq09sh03, ep025seq09sh04, ep025seq09sh06, ep025seq09sh07, ep025seq09sh08, ep025seq09sh09, ep025seq09sh12, ep025seq10sh01, ep025seq10sh02, ep025seq10sh03, ep025seq10sh04, ep025seq10sh05, ep025seq10sh06, ep025seq10sh08, ep025seq10sh09, ep025seq10sh10, ep025seq10sh11, ep025seq10sh12, ep025seq10sh13, ep025seq10sh14, ep025seq11sh03, ep025seq11sh04, ep025seq11sh07, ep025seq11sh10, ep025seq11sh11, ep025seq11sh12, ep025seq11sh14, ep026seq01sh02, ep026seq01sh04, ep026seq01sh05, ep026seq01sh09, ep026seq01sh12, ep026seq01sh14, ep026seq01sh15, ep026seq01sh17, ep026seq02sh04, ep026seq02sh05, ep026seq02sh07, ep026seq02sh08, ep026seq02sh11, ep026seq02sh12, ep026seq02sh17, ep026seq02sh19, ep026seq02sh20, ep026seq02sh22, ep026seq02sh23, ep026seq02sh25, ep026seq02sh26, ep026seq02sh27, ep026seq02sh28, ep026seq03sh02, ep026seq03sh03, ep026seq03sh05, ep026seq03sh07, ep026seq03sh09, ep026seq03sh12, ep026seq03sh14, ep026seq03sh15, ep026seq03sh18, ep026seq04sh02, ep026seq04sh03, ep026seq04sh08, ep026seq04sh12, ep026seq05sh02, ep026seq05sh07, ep026seq05sh08, ep026seq05sh10, ep026seq05sh13, ep026seq05sh14, ep026seq05sh15, ep026seq05sh17, ep026seq05sh18, ep026seq06sh01, ep026seq06sh03, ep026seq06sh05, ep026seq06sh06, ep026seq06sh07, ep026seq06sh08, ep026seq06sh11, ep026seq06sh12, ep026seq07sh01, ep026seq07sh04, ep026seq07sh05, ep026seq07sh06, ep026seq07sh07, ep026seq07sh09, ep026seq07sh11, ep026seq07sh13, ep026seq07sh15, ep026seq08sh01, ep026seq08sh03, ep026seq08sh07, ep026seq08sh08, ep026seq08sh11, ep026seq08sh16, ep026seq09sh01, ep026seq09sh02, ep026seq09sh03, ep026seq09sh04, ep026seq09sh06, ep026seq09sh08, ep026seq09sh09, ep026seq09sh11, ep026seq10sh02, ep026seq10sh04, ep026seq11sh05","Assets","","","characters","2019/08/27 02:42:36 PM","LEX&PLU",
